"","NCES District ID","State District ID","nces_original_name","county","City","state","student","name"
"240","2706090","MN-010181","BRAINERD PUBLIC SCHOOL DISTRICT","Crow Wing County","BRAINERD","MN",6782,"brainerd public school district"
"241","2309930","ME-364","Portland Public Schools","Cumberland County","Portland","ME",6779,"portland public schools"
"242","0901260","CT-0430011","East Hartford School District","Hartford County","East Hartford","CT",6767,"east hartford school district"
"243","0401710","AZ-4446","Casa Grande Elementary District (4446)","Pinal County","CASA GRANDE","AZ",6758,"casa grande elementary district (4446)"
"244","0805820","CO-1080","Lewis-Palmer Consolidated School District No. 38 in the co","El Paso County","MONUMENT","CO",6756,"lewis-palmer consolidated school district no. 38 in the co"
"245","0508280","AR-1608000","JONESBORO SCHOOL DISTRICT","Craighead County","JONESBORO","AR",6719,"jonesboro school district"
"246","0407300","AZ-4411","Sahuarita Unified District (4411)","Pima County","SAHUARITA","AZ",6635,"sahuarita unified district (4411)"
"247","1803930","IN-2315","Goshen Community Schools","Elkhart County","Goshen","IN",6622,"goshen community schools"
"248","0801950","CO-0030","School District N. 14 in the county of Adams & State of Colo","Adams County","COMMERCE CITY","CO",6610,"school district n. 14 in the county of adams & state of colo"
"249","2930450","MO-057003","TROY R-III","Lincoln County","TROY","MO",6565,"troy r-iii"
"250","1000190","DE-13","Capital School District","Kent County","Dover","DE",6491,"capital school district"
"251","0101770","AL-035","Houston County","Houston County","Dothan","AL",6479,"houston county"
"252","4226820","PA-112679002","York City SD","York County","York","PA",6389,"york city sd"
"253","1809690","IN-4600","Merrillville Community School Corp","Lake County","Merrillville","IN",6336,"merrillville community school corp"
"254","0904230","CT-1310011","Southington School District","Hartford County","Southington","CT",6298,"southington school district"
"255","0402400","AZ-4501","Crane Elementary District (4501)","Yuma County","YUMA","AZ",6295,"crane elementary district (4501)"
"256","0100190","AL-103","Alabaster City","Shelby County","Alabaster","AL",6293,"alabaster city"
"257","1811970","IN-6560","Valparaiso Community Schools","Porter County","Valparaiso","IN",6278,"valparaiso community schools"
"258","0902310","CT-0770011","Manchester School District","Hartford County","Manchester","CT",6262,"manchester school district"
"259","3904993","OH-049932","Plain Local","Stark County","Canton","OH",6245,"plain local"
"260","0406300","AZ-4256","Phoenix Elementary District (4256)","Maricopa County","PHOENIX","AZ",6239,"phoenix elementary district (4256)"
"261","2916770","MO-096092","KIRKWOOD R-VII","St. Louis County","KIRKWOOD","MO",6215,"kirkwood r-vii"
"262","0805790","CO-2180","Montrose County School District Re-1J","Montrose County","MONTROSE","CO",6215,"montrose county school district re-1j"
"263","0404440","AZ-4278","Littleton Elementary District (4278)","Maricopa County","CASHION","AZ",6206,"littleton elementary district (4278)"
"264","0403960","AZ-4259","Isaac Elementary District (4259)","Maricopa County","PHOENIX","AZ",6149,"isaac elementary district (4259)"
"265","0404500","AZ-4270","Madison Elementary District (4270)","Maricopa County","PHOENIX","AZ",5971,"madison elementary district (4270)"
"266","2201890","LA-060","Webster Parish","Webster Parish","Minden","LA",5941,"webster parish"
"267","1001620","DE-24","Smyrna School District","Kent County","Smyrna","DE",5882,"smyrna school district"
"268","1301680","GA-773","City Schools of Decatur","DeKalb County","Decatur","GA",5874,"city schools of decatur"
"269","618870","CA-4168916","Jefferson Elementary","San Mateo County","Daly City","CA",5862,"jefferson elementary"
"270","1000170","DE-17","Cape Henlopen School District","Sussex County","Lewes","DE",5860,"cape henlopen school district"
"271","0100005","AL-101","Albertville City","Marshall County","Albertville","AL",5824,"albertville city"
"272","0901620","CT-0540011","Glastonbury School District","Hartford County","Glastonbury","CT",5814,"glastonbury school district"
"273","0400960","AZ-4272","Avondale Elementary District (4272)","Maricopa County","AVONDALE","AZ",5790,"avondale elementary district (4272)"
"274","3406270","NJ-031860","Hackensack School District","Bergen County","Hackensack","NJ",5790,"hackensack school district"
"275","0402430","AZ-4263","Creighton Elementary District (4263)","Maricopa County","PHOENIX","AZ",5771,"creighton elementary district (4263)"
"276","0100006","AL-048","Marshall County","Marshall County","Guntersville","AL",5764,"marshall county"
"277","0904950","CT-1560011","West Haven School District","New Haven County","West Haven","CT",5756,"west haven school district"
"278","4106300","OR-00000000002206","Hermiston SD 8","Umatilla County","Hermiston","OR",5740,"hermiston sd 8"
"279","0513410","AR-1705000","VAN BUREN SCHOOL DISTRICT","Crawford County","VAN BUREN","AR",5737,"van buren school district"
"280","0101410","AL-133","Eufaula City","Barbour County","Eufaula","AL",5700,"eufaula city"
"281","639930","CA-5472249","Tulare Joint Union High","Tulare County","Tulare","CA",5686,"tulare joint union high"
"282","0403870","AZ-4469","Humboldt Unified District (4469)","Yavapai County","Prescott Valley","AZ",5683,"humboldt unified district (4469)"
"283","0403010","AZ-4405","Flowing Wells Unified District (4405)","Pima County","TUCSON","AZ",5655,"flowing wells unified district (4405)"
"284","0405530","AZ-4457","Nogales Unified District (4457)","Santa Cruz County","NOGALES","AZ",5654,"nogales unified district (4457)"
"285","0904740","CT-1480011","Wallingford School District","New Haven County","Wallingford","CT",5649,"wallingford school district"
"286","0502960","AR-6302000","BENTON SCHOOL DISTRICT","Saline County","BENTON","AR",5648,"benton school district"
"287","0804260","CO-1180","Roaring Fork School District No. Re-1","Garfield County","GLENWOOD SPRINGS","CO",5647,"roaring fork school district no. re-1"
"288","0902520","CT-0840011","Milford School District","New Haven County","Milford","CT",5583,"milford school district"
"289","0401380","AZ-4269","Buckeye Elementary District (4269)","Maricopa County","BUCKEYE","AZ",5560,"buckeye elementary district (4269)"
"290","0803480","CO-1520","Durango School District No. 9-R","La Plata County","DURANGO","CO",5545,"durango school district no. 9-r"
"291","0401460","AZ-4175","Sierra Vista Unified District (4175)","Cochise County","SIERRA VISTA","AZ",5541,"sierra vista unified district (4175)"
"292","0400001","AZ-4244","Cave Creek Unified District (4244)","Maricopa County","CAVE CREEK","AZ",5528,"cave creek unified district (4244)"
"293","4211760","PA-107653802","Hempfield Area SD","Westmoreland County","Greensburg","PA",5516,"hempfield area sd"
"294","0401760","AZ-4410","Catalina Foothills Unified District (4410)","Pima County","TUCSON","AZ",5508,"catalina foothills unified district (4410)"
"295","0404280","AZ-4368","Lake Havasu Unified District (4368)","Mohave County","Lake Havasu City","AZ",5504,"lake havasu unified district (4368)"
"296","7800002","VI-002","Saint Croix School District","St. Croix Island","Saint Croix","VI",5492,"saint croix school district"
"297","1806570","IN-4925","Michigan City Area Schools","LaPorte County","Michigan City","IN",5474,"michigan city area schools"
"298","3003900","MT-0966","Billings H S","Yellowstone County","Billings","MT",5473,"billings h s"
"299","2307320","ME-250","Lewiston Public Schools","Androscoggin County","Lewiston","ME",5449,"lewiston public schools"
"300","0512060","AR-5805000","RUSSELLVILLE SCHOOL DISTRICT","Pope County","RUSSELLVILLE","AR",5439,"russellville school district"
"301","2915600","MO-016090","JACKSON R-II","Cape Girardeau County","JACKSON","MO",5430,"jackson r-ii"
"302","7800030","VI-001","Saint Thomas - Saint John School District","St. Thomas Island","Saint Thomas","VI",5415,"saint thomas - saint john school district"
"303","0901860","CT-0620011","Hamden School District","New Haven County","Hamden","CT",5408,"hamden school district"
"304","0200130","AK-17","Galena City School District","Yukon-Koyukuk Census Area","Galena","AK",5326,"galena city school district"
"305","0905040","CT-1580011","Westport School District","Fairfield County","Westport","CT",5312,"westport school district"
"306","0802940","CO-1020","Cheyenne Mountain School District No. 12 in the county of E","El Paso County","COLORADO SPRINGS","CO",5309,"cheyenne mountain school district no. 12 in the county of e"
"307","0508040","AR-1803000","WEST MEMPHIS SCHOOL DISTRICT","Crittenden County","WEST MEMPHIS","AR",5304,"west memphis school district"
"308","630250","CA-4970862","Petaluma Joint Union High","Sonoma County","Petaluma","CA",5296,"petaluma joint union high"
"309","2704440","MN-010031","BEMIDJI PUBLIC SCHOOL DISTRICT","Beltrami County","BEMIDJI","MN",5290,"bemidji public school district"
"310","4400330","RI-10","East Providence","Providence County","East Providence","RI",5251,"east providence"
"311","1810080","IN-3675","Seymour Community Schools","Jackson County","Seymour","IN",5229,"seymour community schools"
"312","1713320","IL-50-082-1890-22","East St Louis SD 189","St. Clair County","East Saint Louis","IL",5209,"east st louis sd 189"
"313","0101830","AL-036","Jackson County","Jackson County","Scottsboro","AL",5188,"jackson county"
"314","1200002","FL-71","FL VIRTUAL","Orange County","ORLANDO","FL",5130,"fl virtual"
"315","0101620","AL-144","Gadsden City","Etowah County","Gadsden","AL",5098,"gadsden city"
"316","1804710","IN-3625","Huntington Co Com Sch Corp","Huntington County","Warren","IN",5089,"huntington co com sch corp"
"317","0403240","AZ-4505","Gadsden Elementary District (4505)","Yuma County","SAN LUIS","AZ",5039,"gadsden elementary district (4505)"
"318","2928920","MO-092090","ST. CHARLES R-VI","St. Charles County","ST CHARLES","MO",5039,"st. charles r-vi"
"319","0803330","CO-0870","Delta County Joint District No. 50","Delta County","DELTA","CO",5032,"delta county joint district no. 50"
"320","0901470","CT-0490011","Enfield School District","Hartford County","Enfield","CT",5015,"enfield school district"
"321","635810","CA-4970912","Santa Rosa Elementary","Sonoma County","Santa Rosa","CA",4903,"santa rosa elementary"
"322","3170710","NE-270001000","FREMONT PUBLIC SCHOOLS","Dodge County","FREMONT","NE",4869,"fremont public schools"
"323","4102940","OR-00000000002042","Central Point SD 6","Jackson County","Central Point","OR",4863,"central point sd 6"
"324","1803870","IN-4690","Gary Community School Corp","Lake County","Gary","IN",4850,"gary community school corp"
"325","0100013","AL-205","Trussville City","Jefferson County","Trussville","AL",4823,"trussville city"
"326","0806240","CO-1195","Garfield School District No. Re-2","Garfield County","RIFLE","CO",4802,"garfield school district no. re-2"
"327","4846500","TX-221912","WYLIE ISD","Taylor County","ABILENE","TX",4783,"wylie isd"
"328","0901050","CT-0350011","Darien School District","Fairfield County","Darien","CT",4737,"darien school district"
"329","0200210","AK-22","Juneau Borough School District","Juneau City and Borough","Juneau","AK",4725,"juneau borough school district"
"330","2931530","MO-096114","WEBSTER GROVES","St. Louis County","WEBSTER GROVES","MO",4681,"webster groves"
"331","0903810","CT-1180011","Ridgefield School District","Fairfield County","Ridgefield","CT",4679,"ridgefield school district"
"332","1807860","IN-5075","North Lawrence Com Schools","Lawrence County","Bedford","IN",4670,"north lawrence com schools"
"333","0102040","AL-040","Lawrence County","Lawrence County","Moulton","AL",4658,"lawrence county"
"334","0904050","CT-1260011","Shelton School District","Fairfield County","Shelton","CT",4654,"shelton school district"
"335","0102580","AL-179","Opelika City","Lee County","Opelika","AL",4616,"opelika city"
"336","1001280","DE-38","New Castle County Vocational-Technical School District","New Castle County","Wilmington","DE",4615,"new castle county vocational-technical school district"
"337","635600","CA-4469823","Santa Cruz City High","Santa Cruz County","Santa Cruz","CA",4574,"santa cruz city high"
"338","0403990","AZ-4445","J O Combs Unified School District (4445)","Pinal County","SAN TAN VLY","AZ",4567,"j o combs unified school district (4445)"
"339","2636540","MI-82170","Wyandotte School District of the City of","Wayne County","WYANDOTTE","MI",4562,"wyandotte school district of the city of"
"340","0401410","AZ-4284","Buckeye Union High School District (4284)","Maricopa County","BUCKEYE","AZ",4561,"buckeye union high school district (4284)"
"341","0902490","CT-0830011","Middletown School District","Middlesex County","Middletown","CT",4548,"middletown school district"
"342","0904170","CT-1320011","South Windsor School District","Hartford County","South Windsor","CT",4536,"south windsor school district"
"343","0512450","AR-0406000","SILOAM SPRINGS SCHOOL DISTRICT","Benton County","SILOAM SPRINGS","AR",4511,"siloam springs school district"
"344","0100120","AL-107","Athens City","Limestone County","Athens","AL",4505,"athens city"
"345","1804050","IN-3125","Greenfield-Central Com Schools","Hancock County","Greenfield","IN",4498,"greenfield-central com schools"
"346","0101530","AL-141","Florence City","Lauderdale County","Florence","AL",4484,"florence city"
"347","0508610","AR-2605000","LAKE HAMILTON SCHOOL DISTRICT","Garland County","PEARCY","AR",4467,"lake hamilton school district"
"348","607950","CA-3667645","Central Elementary","San Bernardino County","Rancho Cucamonga","CA",4449,"central elementary"
"349","2801740","MS-2300","HANCOCK CO SCHOOL DIST","Hancock County","Kiln","MS",4437,"hancock co school dist"
"350","2626190","MI-63250","Oak Park School District of the City of","Oakland County","OAK PARK","MI",4429,"oak park school district of the city of"
