state,name,census_id,id,year,category,total_liabilities,bonds_outstanding,current_liabilities,leases,loans_outstanding,notes_outstanding,net_pension_liability,net_pension_assets,net_opeb_liability,net_opeb_assets,compensated_absences,charges_for_services,operating_grants,capital_grants,general_revenue,change_in_net_position,expenses,total_operating_revenues,non_operating_revenues,capital_contributions,revenues,has_unconfirmed
MI,Elmira Township,23306900600000,154920,2020,General Purpose,0,0,0,0,0,0,0,0,0,0,0,58861,1580,0,305845,66705,299581,0,0,0,366286,FALSE
MI,Jonesfield Township,23307301400000,155084,2020,General Purpose,3005037,1015000,1908902,0,0,81135,0,0,0,0,0,253728,74545,0,338740,5526,661487,0,0,0,667013,FALSE
MI,Jordan Township,23300500900000,155085,2020,General Purpose,3390,0,3390,0,0,0,0,0,0,0,0,3521,0,0,165924,65697,103748,0,0,0,169445,FALSE
MI,Juniata Township,23307901400000,155087,2020,General Purpose,32608,0,32608,0,0,0,0,0,0,0,0,122595,0,0,513941,152478,484058,0,0,0,636536,FALSE
MI,Lovells Township,23302000400000,155163,2020,General Purpose,7229,0,7229,0,0,0,0,0,0,0,0,14198,37095,0,345320,15705,380908,0,0,0,396613,FALSE
MI,Seneca Township,NA,155441,2020,General Purpose,5842,0,5842,0,0,0,0,0,0,0,0,9544,43651,0,336332,63103,326424,0,0,0,389527,FALSE
MI,Seville Township,NA,155442,2020,General Purpose,2100,0,2100,0,0,0,0,0,0,0,0,19495,4576,0,359746,7493,376324,0,0,0,383817,FALSE
MI,Ronald Township,NA,155411,2020,General Purpose,4362,0,4362,0,0,0,0,0,0,0,0,21058,0,0,208642,-15929,245629,0,0,0,229700,FALSE
MI,Clayton Charter Township,NA,154872,2020,General Purpose,409551,113000,296551,0,0,0,0,0,0,0,0,1764846,0,18334,1827003,56584,3553599,0,0,0,3610183,FALSE
CA,Central California Irrigation District,5402400100000,46858,2020,Special District,1607311,0,1138318,0,0,0,0,0,0,0,452573,0,0,0,0,0,0,30040212,3066249,0,33106461,FALSE
MI,Adrian Charter Township,NA,154619,2020,General Purpose,4530,0,4530,0,0,0,0,0,0,0,0,1129939,22378,0,1408812,227915,2333214,0,0,0,2561129,FALSE
MI,Rubicon Township,NA,155432,2020,General Purpose,7889,0,7889,0,0,0,0,0,0,0,0,3502,0,0,271941,49751,225691,0,0,0,275443,FALSE
AR,Forrest,4206200200000,110991,2020,General Purpose,582967,1115000,582967,0,0,457534,8194500,0,0,0,553887,0,0,0,14122784,409304,13713480,0,0,0,14122784,FALSE
WV,Hatfield-Mccoy Regional Recreation Authority,NA,66302,2020,Special District,632790,0,172882,0,0,0,137170,0,322738,0,0,0,0,0,0,0,0,2447430,2877942,855000,5325372,FALSE
CA,Minter Field Airport District,5401540200000,134580,2020,Special District,3179267,0,827147,0,2011457,0,60969,0,0,0,0,0,0,0,0,0,0,2126366,2455081,0,4581447,FALSE
WI,Sun Prairie,50301302900000,131188,2020,General Purpose,116842167,47819922,7327685,4454075,6033441,48470000,0,0,0,0,2737044,46148427,4509898,9751318,34770904,20761371,74419176,0,1170141,1520855,95180547,FALSE
CA,Housing Authority of the County of Riverside,NA,44312,2020,Special District,32792250,0,3395327,0,0,12026295,15276929,0,0,0,1542356,0,0,0,0,0,0,93795512,971908,0,94767420,FALSE
OH,Yellow Springs Exempted Village School District,NA,84822,2020,School District,15652683,2177251,1325918,0,0,76000,10419400,0,1032996,601427,621118,1541738,673058,0,8154836,-1137654,11507286,0,0,0,10369632,FALSE
AK,Knik Tribe,NA,46280,2020,Special District,23044673,0,17103384,0,0,5833641,0,0,0,0,107648,1763599,6991546,1678435,0,3745384,6688196,0,0,0,10433580,FALSE
UT,Hurricane Valley Fire Special Service District,NA,148969,2020,Special District,3984359,0,196868,3589435,0,0,88898,0,0,0,109158,2219902,0,1719724,4860203,4977957,3821872,0,0,0,8799829,FALSE
FL,Duval County Public Schools,NA,148093,2020,School District,1094293954,0,43887020,0,0,0,559189287,0,33766979,0,58511989,13132841,52610769,4382306,1244934626,-19113089,1334173631,0,0,0,1315060542,FALSE
PA,Community College of Beaver County,NA,37873,2020,Community College District,38256617,30121534,3123020,0,0,2454152,1825000,0,83000,0,649911,0,0,0,0,0,0,19424598,11691824,0,31116422,FALSE
IN,Southeast Neighborhood School of Excellence Inc,NA,152175,2020,Charter School,3945013,0,423777,0,0,3521236,304666,0,0,0,0,0,0,0,7161024,916812,6244212,0,0,0,7161024,FALSE
IN,"Timothy L. Johnson Academy Middle School, Inc",NA,107827,2020,Charter School,80079,0,80079,0,0,0,0,0,0,0,0,0,0,0,946294,71159,875135,0,0,0,946294,FALSE
MS,Copiah-Lincoln Community College,NA,35000,2020,Community College District,58427541,14271221,2587639,348391,0,15410,39720916,0,2259918,0,335868,0,0,0,0,0,0,21159065,16998711,0,38157776,FALSE
CA,Redbud Health Care District,5401780300000,67751,2020,Special District,320,0,320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1021617,0,0,1021617,FALSE
CA,City of Alameda Health Care District,5400110400000,133963,2020,Special District,922079,0,10090,0,0,911989,0,0,0,0,0,0,0,0,0,0,0,211977,5887501,0,6099478,FALSE
IL,Kenilworth,14201604600000,92492,2020,General Purpose,19344597,10326000,729699,0,0,0,7736309,659973,437167,0,115422,2196412,185560,53366,5719095,2029404,6125029,0,0,0,8154433,FALSE
MI,Alma City Housing Commission,NA,77537,2020,Special District,583451,0,163854,0,0,0,369234,0,0,0,30363,0,0,0,0,0,0,1204286,0,44317,1204286,FALSE
IL,Centralia,14206100300000,71560,2020,General Purpose,6365458,1212356,1034304,0,575095,0,1602896,0,387098,0,1515223,7199756,33513,349244,12740459,789070,19533902,0,0,0,20322972,FALSE
GA,Wilkinson County Board of Education,NA,197178,2020,School District,42979895,16500000,1952296,0,0,0,13469293,0,11058307,0,0,108348,9384258,895308,7872995,760286,17500623,0,0,0,18260909,FALSE
SD,Harrisburg,42204200300000,197404,2020,General Purpose,23613435,19292287,2819869,824018,0,626972,0,1275,0,0,50289,3907302,447412,3834533,3713551,5086291,6816508,0,0,0,11902799,FALSE
SD,Mitchell,42201800200000,128372,2020,General Purpose,37238754,33652501,871674,0,0,0,0,22041,964547,0,659678,12427855,8781475,705985,19456768,9465775,31906308,0,0,0,41372083,FALSE
WA,Des Moines,48201750300000,88991,2020,General Purpose,22053179,11336027,3123028,0,361898,0,3041534,2652644,2042381,0,2148311,19070125,2540459,5606153,18814505,10373149,35658093,0,0,0,46031242,FALSE
KY,Jessamine County School District,NA,33680,2020,School District,175547120,110753064,7889179,0,0,0,31301620,0,24780959,0,822298,843714,11473672,341872,75545747,447912,87757093,0,0,0,88205005,FALSE
KS,Unified School District No. 470,NA,93933,2020,School District,0,33575000,0,211737,0,0,23037292,0,0,0,147174,0,0,0,51885861,-261085,52146946,0,0,0,51885861,FALSE
MI,Beaver Creek Township,23302000100000,154699,2020,General Purpose,202071,0,0,0,0,178523,0,0,0,0,0,28734,4980,1041,1001727,206787,829695,0,0,0,1036482,FALSE
TN,Nashville and Davidson County,NA,223211,2020,General Purpose,10106765040,4340274238,431000385,0,24118692,625609379,303734402,0,4261044596,0,97051724,503789653,521030503,80371785,1880247448,-197332415,3182771804,265887373,1284140,26567580,2985439389,FALSE
MI,Belknap Township,23307100300000,154702,2020,General Purpose,757,0,757,0,0,0,0,0,0,0,0,125,0,0,128598,-14668,143391,0,0,0,128723,FALSE
KS,Salina Area Technical College,NA,54222,2020,Community College District,239739,0,239739,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2129308,3582108,0,5711416,FALSE
NM,Lordsburg Municipal School District No.1,NA,35938,2020,School District,19281050,6955000,993295,0,0,0,8772243,0,2478482,0,41734,43690,2012551,195135,6742497,3831591,5162282,0,0,0,8993873,FALSE
MI,Kinderhook Township,23301201000000,79315,2020,General Purpose,3091,0,3091,0,0,0,0,0,0,0,0,19687,2827,0,265903,18828,269589,0,0,0,288417,FALSE
GA,North Georgia Regional Educational Service Agency,NA,105337,2020,School District,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4307636,152836,4154800,0,0,0,4307636,FALSE
KS,North Central Kansas Technical College,NA,33529,2020,Public Higher Education,757538,0,757538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4242169,6488198,149192,10730367,FALSE
CA,Imperial Community College District,NA,31157,2020,Community College District,283667944,128661890,12867750,0,0,0,56561347,0,84434810,0,1142147,0,0,0,0,0,0,51959193,69159864,617843,121119057,FALSE
PR,Humacao,NA,151286,2020,General Purpose,172266899,49740801,7261145,0,3333333,0,99434921,0,2075897,0,4743434,974896,16575996,0,53668831,3826065,67393658,0,0,0,71219723,FALSE
OR,Dayton School District No.8,NA,87369,2020,School District,35760449,27852925,968232,0,0,0,6475801,0,447105,98657,16386,415169,1293169,0,13041093,-126418,14875849,0,0,0,14749431,FALSE
PA,Northeastern Educational Intermediate Unit,NA,38023,2020,School District,46310667,0,10251632,0,0,0,31578000,0,3956427,0,478268,8989387,24831624,0,541264,3344463,31017812,0,0,0,34362275,FALSE
SC,Rock Hill School District Three,NA,38375,2020,School District,606892536,182034988,25933626,0,0,2067000,216156323,0,179885807,0,814792,3352970,102928500,0,117353048,-6241287,229875805,0,0,0,223634518,FALSE
IL,Ogle County Educational Cooperative,NA,43637,2020,School District,492761,0,492761,0,0,0,412974,0,0,0,0,0,0,0,11136609,98313,11038296,0,0,0,11136609,FALSE
AK,Bristol Bay Borough,2100400100000,110764,2020,General Purpose,11962807,0,5150314,137737,140807,0,5640039,0,186348,33176,274786,3877318,2378353,3730381,14382867,1429624,22939295,0,33695,0,24368919,FALSE
WA,Taholah School District No. 77,NA,39627,2020,School District,1367528,0,0,0,0,0,1263833,0,0,0,103695,0,0,0,4986050,240594,4745456,0,0,0,4986050,FALSE
WA,Meridian School District No. 505,NA,39711,2020,School District,354830,12305000,354830,13114,0,0,7639666,0,0,0,0,0,0,0,30746290,-231981,30978271,0,0,0,30746290,FALSE
WA,Sedro-Woolley School District No. 101,NA,39674,2020,School District,556213,13500000,556213,0,0,0,23766885,0,0,0,2569396,0,0,0,79235651,122053,79113597,0,0,0,79235651,FALSE
WI,Hortonville Area School District,NA,40032,2020,School District,28772592,23673030,3741312,0,0,0,123073,0,1076668,0,158509,3615288,3562254,0,45029348,4542934,47663956,0,0,0,52206890,FALSE
WI,School District of Cudahy,NA,40020,2020,School District,21594611,14633189,1745354,559771,0,0,343297,3821662,4193514,0,119486,3137889,4856690,0,31923766,-104755,40023100,0,0,0,39918345,FALSE
WI,Dodgeville School District,NA,39986,2020,School District,32424670,27177381,2746845,161805,0,0,1742605,1733838,596034,0,0,554318,2027584,248364,17039431,298194,19571503,0,0,0,19869697,FALSE
OH,Grand Prairie Township,36305100500000,125358,2020,General Purpose,0,0,0,0,0,0,0,0,0,0,0,0,241136,0,113066,15988,338214,0,0,0,354202,FALSE
WI,Wrightstown Community School District,NA,169303,2020,School District,30397423,0,518318,0,0,28700000,83299,1496742,1034123,0,61683,918058,1279949,0,15957815,1830574,16325248,0,0,0,18155822,FALSE
WI,Wittenberg-Birnamwood School District,NA,40070,2020,School District,17381329,13592723,2271962,29323,0,0,31476,1433268,1248248,0,207597,1393262,1785064,0,13463182,896813,15744695,0,0,0,16641508,FALSE
NH,Hampton,30300801500000,50958,2020,General Purpose,64230016,20549702,2017571,469112,0,0,32128275,0,6876121,0,1571235,3112661,1456714,0,31604963,4329641,31844697,0,0,0,36174338,FALSE
PA,Patton Township,39301401600000,127299,2020,General Purpose,9049236,0,690734,0,0,7533630,0,385691,0,0,824872,249151,609392,1613957,8784564,1816542,9440522,0,0,0,11257064,FALSE
PA,Susquehanna Township,39304103700000,127273,2020,General Purpose,65781519,35875626,4454865,2654460,0,0,8181708,0,12997206,0,1617654,937445,2941184,0,17943301,4129747,17692183,0,0,0,21821930,FALSE
AR,Fort Smith Regional Airport,NA,44050,2020,Special District,425913,0,425913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2232559,102622,4652924,2335181,FALSE
AL,Huntsville Housing Authority,NA,45103,2020,Special District,8568106,0,2251711,0,5826169,0,0,0,0,0,339168,0,0,0,0,0,0,26257893,105024,1277884,26362917,FALSE
AK,Seldovia Village Tribe,NA,42601,2020,Special District,3713082,0,2854008,0,0,0,0,0,0,0,336975,4194705,8224219,0,1199180,2891648,10726456,0,0,0,13618104,FALSE
TX,San Jacinto County,44120420400000,52922,2020,General Purpose,7381654,916164,3616124,552315,0,1040000,172006,0,651340,0,433705,3064760,1793054,1732619,14366586,2924987,18032032,0,0,0,20957019,FALSE
TX,Natalia,44216380100000,130068,2020,General Purpose,2865448,2003778,726349,58981,0,0,30903,0,37334,0,8103,886719,106981,956632,668483,468613,2150202,0,0,0,2618815,FALSE
NE,Arcadia,28208800100000,120961,2020,General Purpose,273931,245000,9693,19238,0,0,0,0,0,0,0,141363,58335,195948,258804,334812,319638,0,0,0,654450,FALSE
PA,Schwenksville Borough,39204602000000,126714,2020,General Purpose,72868,1065544,72868,0,0,54614,0,0,0,0,0,40710,0,188993,2625183,70644,2784242,0,0,0,2854886,FALSE
KY,Woodford County,18112012000000,115817,2020,General Purpose,0,8311680,0,701120,0,0,0,0,0,0,0,0,0,0,24289461,5535992,18753469,0,0,0,24289461,FALSE
CA,Lassen Community College District,NA,31189,2020,Community College District,22467500,0,3986287,26193,0,0,17798787,0,184994,0,471239,0,0,0,0,0,0,5833227,23570982,0,29404209,FALSE
UT,Ben Lomond Cemetery Maintenance District,NA,102815,2020,Special District,52589,0,35852,16737,0,0,0,0,0,0,0,72170,0,0,268198,125274,215094,0,0,0,340368,FALSE
CA,Reach Leadership Academy,NA,104971,2020,Charter School,979115,0,138689,0,246967,593459,0,0,0,0,0,0,0,0,6589429,-34672,6624101,0,0,0,6589429,FALSE
CA,Del Puerto Health Care District,5405002200000,67229,2020,Special District,3116274,0,458617,0,0,2657657,0,0,0,0,0,0,0,0,0,0,0,4010758,2219742,0,6230500,FALSE
CA,Fresno Metropolitan Flood Control District,5401003100000,134303,2020,Special District,16444771,0,4746903,0,0,0,0,0,0,123927,1249044,1074336,9919103,0,22571543,12805607,20759375,0,0,0,33564982,FALSE
CA,Antelope Valley-East Kern Water Agency,5401951200000,94119,2020,Special District,146784545,126357505,5940682,0,0,0,0,0,11438917,0,1348417,0,0,0,0,0,0,35479960,50221477,0,85701437,FALSE
CA,Camarillo Health Care District,5405680200000,67129,2020,Special District,2379307,0,268292,0,0,0,1596760,0,326777,0,0,0,0,0,0,0,0,816396,2903141,0,3719537,FALSE
CA,Oro Loma Sanitary District,5400102700000,133959,2020,Special District,26449724,13809972,3241031,0,0,0,8914943,0,0,654649,483778,0,0,0,0,0,0,25975697,1194794,63424,27170491,FALSE
WA,Asotin County,48100200200000,45001,2020,General Purpose,0,0,0,0,7025498,0,1726689,542795,5698191,0,0,0,0,0,27289259,3815357,23473902,0,0,0,27289259,FALSE
NY,Chili,33302800200000,122782,2020,General Purpose,45996849,14772409,3506969,0,0,0,9176566,0,18268738,0,272167,1489787,125143,1721877,15131460,963920,17504347,0,0,0,18468267,FALSE
GA,Appling County Board of Education,NA,32523,2020,School District,70335204,0,4634824,0,0,0,35815549,0,26554959,0,0,233229,26392246,1325983,19964362,119162,47796657,0,0,0,47915820,FALSE
OH,Cincinnati State Technical and Community College,NA,36837,2020,Community College District,105184606,27848306,8500732,246789,0,0,58067835,0,8611784,2753283,1909160,0,0,0,0,0,0,25671603,41752841,4534951,67424444,FALSE
WY,Casper Community College District,NA,40123,2020,Community College District,87154934,41910000,5037911,0,0,919887,16184727,0,22495276,0,516051,0,0,0,0,0,0,14324049,42478498,7714021,56802547,FALSE
WI,Watertown,50302801600000,50046,2020,General Purpose,58549929,30995388,3091219,68354,0,23060000,0,2833365,0,0,1334968,16736444,3262652,2132615,19323014,7907291,33547434,0,0,0,41454725,FALSE
NJ,Bernards Township,31301800200000,121888,2020,General Purpose,102271413,0,0,0,0,0,34587350,0,0,0,0,0,0,0,163780008,12785132,150994876,0,0,0,163780008,FALSE
CT,Regional School District No. 11,NA,94350,2020,School District,1648290,0,467625,0,0,0,0,0,1118657,0,62008,73413,1046846,0,6370909,141071,7350097,0,0,0,7491168,FALSE
CO,Deer Creek Water District,6402011400000,137686,2020,Special District,3750356,785000,434809,63884,2466663,0,0,0,0,0,0,0,0,0,0,0,0,363560,128753,0,492313,FALSE
CO,Housing Authority of the County of Montezuma,NA,40955,2020,Special District,1647982,0,333243,0,1063991,200000,0,0,0,0,35172,0,0,0,0,0,0,879319,1998111,67375,2877430,FALSE
CO,Adams County Fire Protection District,6400100400000,136558,2020,Special District,16347889,967493,715624,1095067,0,0,2064539,0,0,0,2992012,3509669,215933,0,21663948,4592308,20797242,0,0,0,25389550,FALSE
AZ,Maricopa County Special Health Care District,3400710100000,51845,2020,Special District,971241995,493170813,154958403,507041,0,0,311132978,0,812445,0,0,0,0,0,0,0,0,548956484,167110692,0,716067176,FALSE
MI,Bad Axe Area Fire Protection Association,NA,95274,2020,Special District,3905,0,3905,0,0,0,0,0,0,0,0,1727,306445,0,48433,76630,279975,0,0,0,356605,FALSE
IL,Lyons,14201605200000,92585,2020,General Purpose,67542226,33413364,2432611,0,7071094,0,19553599,638034,4168270,0,903288,6119452,1151619,692349,10053024,1163732,16852712,0,0,0,18016444,FALSE
NY,Grand Island,33301501400000,122665,2020,General Purpose,61196114,2010000,2116848,0,0,27192000,4927517,0,23892538,0,1057211,10873115,355101,1639754,11464042,2892858,21439154,0,0,0,24332012,FALSE
CT,Greater New Haven Transit District,7400590100000,32200,2020,Special District,951412,0,951412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,361363,11997949,1527405,12359312,FALSE
LA,Orleans Parish Charter School - Voices of International and Business Education,NA,76570,2020,Charter School,1109946,0,309045,0,0,0,0,0,0,0,0,0,0,0,5519328,-263997,5783325,0,0,0,5519328,FALSE
OR,Treasure Valley Community College,NA,37657,2020,Community College District,26703753,6550035,3149922,0,0,5675575,9644354,0,594732,149250,92455,0,0,0,0,0,0,26164066,15734249,0,41898315,FALSE
LA,Jefferson Parish Charter School - Young Audiences Charter School,NA,76055,2020,Charter School,28230882,25157237,2761400,0,0,0,0,0,0,0,0,0,0,0,13593744,2170354,11423390,0,0,0,13593744,FALSE
VT,Mount Mansfield Modified Union School District,NA,88877,2020,School District,16481450,7727358,3843927,0,0,0,3468720,0,0,0,259445,954966,22371029,0,40026475,-246481,63598951,0,0,0,63352470,FALSE
NY,Hyde Park,33301400700000,122646,2020,General Purpose,46055882,7047390,1681160,0,0,1410000,4046404,0,30855027,0,807472,1335165,271300,300961,9463497,-2656754,14027677,0,0,0,11370923,FALSE
FL,Desoto County District School Board,NA,32381,2020,School District,36327873,2954989,1434227,0,0,0,27357145,0,2743633,0,1837880,149871,2494154,180155,50732872,-2525790,56082842,0,0,0,53557052,FALSE
IL,Chicago Ridge,14201601800000,96717,2020,General Purpose,54307126,4281725,1245692,0,0,91670,39429552,550655,8886618,0,371869,6778225,520578,650946,16859447,2802359,22006837,4178863,0,0,24809196,FALSE
OH,Cuyahoga County Public Library,NA,82955,2020,Special District,128176163,0,3583505,1011724,0,53119790,39024169,0,26952522,0,4484453,1116225,2999793,10000,65110441,-824,69237283,0,0,0,69236459,FALSE
PA,Delaware County Community College,NA,37977,2020,Community College District,87526023,63893155,6324416,25628,0,256998,10870725,0,1047000,0,5108101,0,0,0,0,0,0,31707225,67773686,6252691,99480911,FALSE
CA,Big Springs Union Elementary School District,NA,145940,2020,School District,1937196,0,45817,0,0,0,1891379,0,0,0,0,120216,470020,0,1775661,-61855,2427752,0,0,0,2365897,FALSE
MS,Jackson County,25103003000000,43345,2020,General Purpose,147070433,25523600,9309321,0,2498093,0,100011048,0,2610379,0,2925433,6362320,13021700,6308706,101319810,16112167,110900369,1057218,661116,0,127012536,FALSE
NY,Penfield,33302801200000,122790,2020,General Purpose,35870498,9900000,1932459,0,0,0,5742625,0,18090858,0,204556,4211565,104649,2477616,16551183,1949290,21395723,0,0,0,23345013,FALSE
GA,Macon-Bibb County Transit Authority,11401160600000,46235,2020,Special District,6397584,0,778974,0,1185337,47615,4293797,0,0,0,91861,0,0,0,0,0,0,1303169,6892603,848197,8195772,FALSE
GA,Housing Authority of the City of Elberton,NA,70876,2020,Special District,69980,0,48919,0,0,0,0,0,0,0,21061,0,0,0,0,0,0,1292545,8636,0,1301181,FALSE
GA,Northwest Georgia Housing Authority,11405710100000,51264,2020,Special District,6140119,0,1464545,0,0,4415718,0,0,0,0,172259,0,0,0,0,0,0,12905506,423969,717576,13329475,FALSE
GA,Housing Authority of the City of Statesboro,NA,99780,2020,Special District,51175,0,49251,0,0,0,0,0,0,0,1924,0,0,0,0,0,0,896581,6149,181521,902730,FALSE
