"","ncesID","nces_original_name","county_name","city","state","students","id"
"1377","2929430","STEELVILLE R-III","Crawford County","STEELVILLE","MO",1009,NA
"1378","5102430","MATHEWS CO PBLC SCHS","Mathews County","Mathews","VA",1008,NA
"1379","1809720","Rossville Con School District","Clinton County","Rossville","IN",1008,NA
"1380","1739390","Tremont CUSD 702","Tazewell County","Tremont","IL",1008,NA
"1381","3904942","Crestview Local","Richland County","Ashland","OH",1007,NA
"1382","1726710","Morrison CUSD 6","Whiteside County","Morrison","IL",1007,NA
"1383","0643380","Yreka Union Elementary","Siskiyou County","Yreka","CA",1007,NA
"1384","1710410","Central CUSD 4","Iroquois County","Ashkum","IL",1006,NA
"1385","1912330","Garner-Hayfield-Ventura Comm School District","Hancock County","Garner","IA",1006,NA
"1386","3623880","PULASKI CENTRAL SCHOOL DISTRICT","Oswego County","PULASKI","NY",1005,NA
"1387","1700332","Schuyler-Industry CUSD 5","Schuyler County","Rushville","IL",1005,NA
"1388","3414400","Rumson-Fair Haven Regional High School District","Monmouth County","Rumson","NJ",1004,NA
"1389","2733450","ST. CHARLES PUBLIC SCHOOL DISTRICT","Winona County","SAINT CHARLES","MN",1003,NA
"1390","1700041","Gibson City-Melvin-Sibley CUSD 5","Ford County","Gibson City","IL",1002,NA
"1391","2307140","Kittery Public Schools","York County","Kittery","ME",1002,NA
"1392","3003330","Belgrade H S","Gallatin County","Belgrade","MT",1001,NA
"1393","2006580","Goodland","Sherman County","Goodland","KS",1001,NA
