"","state","acfrs_original_name","acfrsID","ncesID"
"549","MO","Tri-County R-VII School District","224875",NA
"550","MO","Houston R-I School District","44053",NA
"551","MO","Lawrence County R-9 School District","44607",NA
"552","MO","Clinton County R-III School District","224848",NA
"553","MO","Warsaw R-Ix School District","35174",NA
"554","MO","Weaubleau R-III School District","224876",NA
"555","MO","Holden R-III School District","35249",NA
"556","MO","Wellington-Napoleon R-9 School District","224877",NA
"557","MO","Verona R-VII School District","190115",NA
"558","MO","West Plains R-VII School District","35228",NA
"559","MO","West Platte R-II School District","224878",NA
"560","MO","Warrensburg R-VI School District","35251",NA
"561","MO","Willard R-II School District","42500",NA
"562","MS","School District of University City","224887",NA
"563","MT","Central Montana Learning Resource Center Cooperative","44899",NA
"564","MS","Chickasaw County School District","34992",NA
"565","MO","Wheaton R-III School District","48552",NA
"566","MO","Willow Springs R-IV School District","35229",NA
"567","MT","Clinton Elementary School District 32","224896",NA
"568","NC","Board Of Cooperative Educational Services Genesee, Livingston, Steuben And Wyoming Counties","224908",NA
"569","MT","Cut Bank School Dist. 15","224897",NA
"570","MT","Hardin School District No 1 & 17h","167940",NA
"571","MT","Monforton School District","224904",NA
"572","MT","Helena School District No.1","35411",NA
"573","MT","Prickly Pear Special Education Cooperative","35410",NA
"574","MT","Sch Dst 8 Yellowstone County","224898",NA
"575","MT","Shelby School District No. 14","224906",NA
"576","MT","Manhattan School District No 3","224901",NA
"577","NC","Durham Public Schools","81681",NA
"578","NC","Kipp Enc Public Schools","53871",NA
"579","NC","The Carter G. Woodson School","107941",NA
"580","NC","North East Preparatory School","224942",NA
"581","NC","Nash Board of Education","224938",NA
"582","NC","Port Byron Central School District","224949",NA
"583","NC","Sallie B Howard School","190199",NA
"584","ND","Beach Public School District No. 3","108403",NA
"585","ND","Beulah Public School District","108405",NA
"586","ND","Carrington Public School District No. 49","108412",NA
"587","ND","Hazen Public School District No. 3","224970",NA
"588","ND","Nedrose Public School District No. 4","224974",NA
"589","ND","Cavalier Public School District No 6","224967",NA
"590","ND","Board of Education of the City of Fargo","108422",NA
"591","ND","Sheyenne Valley Special Education Unit","224978",NA
"592","ND","Bottineau Public School District 1","224966",NA
"593","ND","Bowman County Public School District No. 1","108410",NA
"594","ND","Kidder County Public School District No. 1","108444",NA
"595","ND","North Valley Area Career and Technology Center","36827",NA
"596","ND","May-Port Cg School District 14","224973",NA
"597","ND","Minot Air force Base Public School District No. 160","36830",NA
"598","ND","Oliver-Mercer Multidistrict Special Education Unit","65583",NA
"599","ND","Divide County Public School District No. 1","108419",NA
"600","ND","Eight Mile Public School District No. 6","108420",NA
"601","ND","Garrison Public School District No. 51","224968",NA
"602","ND","Grafton Public School District No. 3","224969",NA
"603","ND","South Prairie Public School District No. 70","224979",NA
"604","ND","Stanley Public School District No. 2","224980",NA
"605","NE","Board of Education of School District #83","197017",NA
"606","NE","School District No. 55-0145","109716",NA
"607","ND","Velva Public School District No. 1","108502",NA
"608","ND","Wil-Mac Multidistrict Special Education Unit","47416",NA
"609","ND","Williams County School District No. 8","1161522",NA
"610","ND","Thompson Public School District No. 61","224982",NA
"611","ND","United Public School District No. 7","224983",NA
"612","NE","Roseland School District No. 01-0123","108710",NA
"613","NE","Bartley School District No. 73-0179","109631",NA
"614","NE","Sarpy County School District No. 46","224533",NA
"615","NE","Summerland Public Schools","224988",NA
"616","NE","Wayne County School District No. 595","190396",NA
"617","NE","Verdigre Public School","225007",NA
"618","NE","Burt County School District No. 1","190383",NA
"619","NH","Bow School District","225018",NA
"620","NH","Mascoma Valley Regional School District","35582",NA
"621","NH","Hooksett School District","65459",NA
"622","NH","School Administrative Unit No. 16","35594",NA
"623","NH","Newmarket School District","225039",NA
"624","NH","Inter-Lakes School District","225032",NA
"625","NH","Hampton School District","225029",NA
"626","NJ","Borough of Madison School District","81941",NA
"627","NJ","Borough of Bloomingdale School District","225070",NA
"628","NJ","Borough of Wanaque School District","225083",NA
"629","NJ","Bergen County Special Services School District","42509",NA
"630","NJ","Caldwell-West Caldwell Board of Education","225084",NA
"631","NJ","Bergen County Technical and Vocational High School District","42533",NA
"632","NJ","Borough of Emerson School District","225072",NA
"633","NJ","Bergenfield Board of Education","43070",NA
"634","NJ","Deptford Township School District","225113",NA
"635","NJ","Borough of Glen Ridge School District","225073",NA
"636","NJ","Fort Lee Borough School District","168047",NA
"637","NJ","City of Atlantic City Board of Education","81924",NA
"638","NJ","Cape May County Technical School","225085",NA
"639","NJ","Brigantine Board of Education","35641",NA
"640","NJ","Borough of Roselle School District","35882",NA
"641","NJ","Borough of Dunellen Board of Education/School District","49103",NA
"642","NJ","Borough of Hillsdale School District","225074",NA
"643","NJ","Burlington County Institute of Technology","35613",NA
"644","NJ","Cresskill Board of Education","225108",NA
"645","NJ","Cumberland County Board of Vocational Education","168034",NA
"646","NJ","Borough of Lawnside School District","225075",NA
"647","NJ","Borough of South River Board of Education","225081",NA
"648","NJ","Gloucester County Special Services School District","42049",NA
"649","NJ","Dennis Township School District","225112",NA
"650","NJ","Educational Services Commission of New Jersey","35821",NA
"651","NJ","Manchester Regional High School Board of Education","49358",NA
"652","NJ","School District of the City of Hackensack","35729",NA
"653","NJ","Gloucester County Vocational Technical School District","41175",NA
"654","NJ","Chester School District","225092",NA
"655","NJ","Lenape Regional School District","225153",NA
"656","NJ","Elizabeth Public Schools","81974",NA
"657","NJ","Mercer County Special Services School District","35624",NA
"658","NJ","Clinton Township School District","225101",NA
"659","NJ","Little Falls Board of Education","225155",NA
"660","NJ","Edgewater Board of Education","225117",NA
"661","NJ","Gloucester Township School District","225136",NA
"662","NJ","Haddon Heights School District","225138",NA
"663","NJ","Midland Park Board of Education","225164",NA
"664","NJ","Lumberton Township School District","225158",NA
"665","NJ","Hamilton Township School District","225139",NA
"666","NJ","Hazlet Township School District","225141",NA
"667","NJ","Little Egg Harbor Township School District","225154",NA
"668","NJ","Mantua Township School District","225161",NA
"669","NJ","School District of the Borough of Cliffside Park","93987",NA
"670","NJ","Kinnelon Board of Education","225150",NA
"671","NJ","City of Vineland School District","225096",NA
"672","NJ","Lakeland Regional School District","225152",NA
"673","NJ","Millburn Township School District","225165",NA
"674","NJ","Galloway Township Public School District","225132",NA
"675","NJ","Glen Rock Public Schools","225134",NA
"676","NJ","Township of Middle Board of Education","197035",NA
"677","NJ","Fairfield Township School District","225128",NA
"678","NJ","Evesham Township School District","35733",NA
"679","NJ","Fair Lawn School District","81978",NA
"680","NJ","Florence Township School District","225129",NA
"681","NJ","Freehold Township School District","225131",NA
"682","NJ","Ocean City Board of Education","81960",NA
"683","NJ","Salem County Vocational Technical School District","35634",NA
"684","NJ","Plumsted School District","225192",NA
"685","NJ","Red Bank School District","225201",NA
"686","NJ","Pinelands Regional School District","35863",NA
"687","NJ","North Brunswick Board of Education","225175",NA
"688","NJ","Ramapo Indian Hills Regional High School District","225196",NA
"689","NJ","School District of the Chathams","35849",NA
"690","NJ","Mount Olive Township School District","225169",NA
"691","NJ","New Hanover Township School District","225172",NA
"692","NJ","Somerville Board of Education","225209",NA
"693","NJ","North Hunterdon-Voorhees Regional High School District","99112",NA
"694","NJ","Readington Township Public School District","225200",NA
"695","NJ","Oakland Board of Education","225177",NA
"696","NJ","Township of Randolph School District","225198",NA
"697","NJ","Northern Valley Regional High School District","35719",NA
"698","NJ","Mullica Township School District","225170",NA
"699","NJ","Pemberton Township School District","225184",NA
"700","NJ","Pennsville Township School District","225187",NA
"701","NJ","Union County Vocational-Technical Schools","40616",NA
"702","NJ","Pittsgrove Township School District","225227",NA
"703","NJ","Haddon Township School District","225224",NA
"704","NM","Chama Valley Independent School District No. 19","225256",NA
"705","NJ","South Hunterdon Regional School District","225212",NA
"706","NM","Belen Consolidated School District","225253",NA
"707","NJ","School District of the Township of West Milford","93994",NA
"708","NJ","Sterling High School District","225215",NA
"709","NM","Cuba Independent School District No. 62","44045",NA
"710","NJ","Totowa Board of Education","225220",NA
"711","NJ","Township of Hillsborough Board of Education","197056",NA
"712","NJ","Sussex Wantage Regional School District","35878",NA
"713","NJ","Runnemede School District","225205",NA
"714","NJ","West Morris Regional High School District","225241",NA
"715","NJ","Waldwick Board of Education","225237",NA
"716","NJ","Wharton Board of Education","225245",NA
"717","NJ","Verona Board of Education","225236",NA
"718","NJ","Wood-Ridge Board of Education","225247",NA
"719","NJ","Watchung Hills Regional High School District","225239",NA
"720","NJ","School District of the Borough of Ringwood","225207",NA
"721","NJ","Somerset Hills School District","50279",NA
"722","NJ","Upper Freehold Regional School District","225234",NA
"723","NM","High Plains Regional Education Cooperative No. 3","225269",NA
"724","NJ","Union Beach School District","225231",NA
"725","NJ","South Bound Brook School District","225210",NA
"726","NJ","Rockaway Township School District","225203",NA
